,"(0, 0)","(0, 1)"
7288,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3502190448832023}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6606.438959748504}}"
7289,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6121445308317384}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1251.5740279921165}}"
7290,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5259351114095632}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4431.909868099505}}"
7291,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8269394999057978}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5080.015192563445}}"
7292,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.37287838546967444}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3160.7997582504554}}"
7293,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6580051495755443}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4686.69769880069}}"
7294,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9936604228008222}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 398.03838508677546}}"
7295,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.26129867888372454}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1648.0107900048952}}"
7296,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6867680505995916}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1983.414081350577}}"
7297,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4978160163642351}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5888.508361342921}}"
7298,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.0807829140612291}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7416.497845421093}}"
7299,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7735266880283462}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3175.6682155982003}}"
7300,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.276536939053807}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6715.909089759729}}"
7301,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5463572882622452}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 600.8477463949581}}"
7302,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4764669259760919}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3506.2634874818305}}"
7303,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.034197109772861015}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4654.530764082711}}"
7304,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9930692751599162}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2429.5505426259465}}"
7305,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9927945850938974}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6637.849271217247}}"
7306,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3385484528171715}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3879.3215855146254}}"
7307,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5914043565231183}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3875.439028173831}}"
7308,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6712835770195922}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7328.057892276311}}"
7309,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.934892066264671}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4698.773752035428}}"
7310,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.01316889450027707}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7967.772351762778}}"
7311,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3564959840072717}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6236.529406988613}}"
7312,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5980127445817921}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3392.1919001736924}}"
7313,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.12931849870932693}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 479.5756394101983}}"
7314,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4998698213713428}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 717.922971348493}}"
7315,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.979229718097866}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4727.981915860885}}"
7316,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9727913707648665}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5443.968179287921}}"
7317,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8555321795122639}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 178.4025246737255}}"
7318,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33498919558176726}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6759.040057834617}}"
7319,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.45029730579846683}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1843.7847207597006}}"
7320,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2519261437676705}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7016.811702715157}}"
7321,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9098912465185056}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 539.6737555570962}}"
7322,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4725789975807961}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 250.10607124308223}}"
7323,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4322591984826429}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7718.446023061262}}"
7324,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6208751783478137}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4633.648283741937}}"
7325,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4500570339084658}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2579.3720221464164}}"
7326,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.31743171298600326}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3481.7720993479397}}"
7327,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5023496392585098}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2857.8739128041375}}"
7328,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7398097143951765}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7758.903457614601}}"
7329,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9205156952003539}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5401.601103129016}}"
7330,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6435474654031818}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4235.172714402274}}"
7331,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11389584696830884}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3988.0341882111516}}"
7332,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9082975831756627}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1692.5273594984671}}"
7333,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.15663953503618835}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2149.584539302925}}"
7334,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.507941288921571}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3038.630432229594}}"
7335,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4257227509782464}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4174.57923151385}}"
7336,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.09007399242864776}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3216.2458927866237}}"
7337,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4328977986412074}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 824.8995328957392}}"
7338,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7997661782251906}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3484.1830791284942}}"
7339,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9575592209150408}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 346.9055661309464}}"
7340,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1228328094529179}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3124.2081192293217}}"
7341,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5775134113968924}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 274.952918458558}}"
7342,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13284054621675395}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6579.184133067109}}"
7343,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9992929891554988}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3371.106894749159}}"
7344,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8709769754397548}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1717.400142252201}}"
7345,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.856793243696761}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5291.811301658802}}"
7346,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44856681230381107}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 891.5524820110503}}"
7347,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6617889276647736}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2570.4698790388725}}"
7348,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8958907562460489}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3837.9743403837347}}"
7349,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8157240720959287}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6922.42196197082}}"
7350,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7023822966046434}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6675.024837874156}}"
7351,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6824227922607877}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4588.314592021049}}"
7352,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5322345966159371}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7980.219774322074}}"
7353,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.577055209241424}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1599.9155246080693}}"
7354,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7380966440589967}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7329.446281665535}}"
7355,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.051231667615901304}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2561.1914232848694}}"
7356,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1732071140130497}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2765.565136796434}}"
7357,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11377636519512874}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3674.035145234557}}"
7358,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3981862282489862}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4970.533784549049}}"
7359,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8619966125546766}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1444.5461657555256}}"
7360,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4241288324755511}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7039.560570972803}}"
7361,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.257651584572536}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1387.6634678471376}}"
7362,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9225195697287173}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1659.0638087861366}}"
7363,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5706869424145387}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5857.693712875974}}"
7364,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.34261501421006746}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5114.770120984098}}"
7365,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6672300645059742}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 361.6703988726824}}"
7366,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6163752911096679}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2188.3295431028137}}"
7367,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3539769308540599}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6450.674686832157}}"
7368,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8251317494378401}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1025.5430697430415}}"
7369,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8397546037413363}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3584.3854546604343}}"
7370,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2541361215352466}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6412.279425282058}}"
7371,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44028285831536446}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1922.5956454617021}}"
7372,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.919177417124872}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3261.144373905679}}"
7373,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9649678857020797}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5037.438324793111}}"
7374,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9935755859913846}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5641.353596144695}}"
7375,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.519639821389346}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4312.781388463135}}"
7376,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9723867575476525}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4649.214980436976}}"
7377,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7805393230899249}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6837.342606701637}}"
7378,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9819020239757447}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6473.625628307573}}"
7379,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.36730321292472873}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7609.269776507881}}"
7380,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6826778129084914}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4226.925602604169}}"
7381,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.043507773847175836}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5554.115342785633}}"
7382,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2830267495890288}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2195.4578041563454}}"
7383,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7501036943670276}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1646.3954898984641}}"
7384,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2224540346321725}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 736.0317236976653}}"
7385,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.22328384758665193}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5554.921424464154}}"
7386,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4000927685191915}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3127.5094977302833}}"
7387,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1321245415112446}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7968.540509994723}}"
7388,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9469282272263994}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 806.561542535581}}"
7389,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2302445680222746}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2001.9407793657588}}"
7390,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5348627394537615}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2588.3855195528918}}"
7391,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8139259630984108}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1169.8632007106844}}"
7392,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.03437011603552597}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2808.5958957088083}}"
7393,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44610823315266523}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1254.901881158212}}"
7394,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5212513884314626}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7450.608312580216}}"
7395,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9619930065206757}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1327.894304638739}}"
